County Code,District Code,School Code,School Name,Address1,Address2,City,State,Zip,Mail Addr1,Mail Addr2,Mail City,Mail State,Mail Zip,Phone,Contact Name,Contact Title,Contact Email,Profit,Pub. Sch. Dist.
"=""30""","=""1918""","=""10T""",She'Erit Ezra,1490 Lanes Mill Rd.,,Lakewood,NJ,"=""08701""",419 East 5th St.,,Lakewood,NJ,"=""08701""","=""(732)644-3806""",Rabbi Abraham Massry,Dean,sheeritoffice@gmail.com,NOT-FOR-PROFIT,"=""2520"""
"=""30""","=""1355""","=""01C""",Shiras Chaim,805 Cross St.,,Lakewood,NJ,"=""08701""",805 Cross St.,,Lakewood,NJ,"=""08701""","=""(732)806-8406 x12""",Moshe Perlstein,Dean,office@shiraschaim.org,NOT-FOR-PROFIT,"=""2520"""
"=""30""","=""1311""","=""10D""",Shiras Devorah,555 Oak St.,,Lakewood,NJ,"=""08701""",555 Oak Street,,Lakewood,NJ,"=""08701""","=""(732)901-1401""",Jonathan Sanders,Dean,yonosonsanders@gmail.com,NOT-FOR-PROFIT,"=""2520"""
"=""30""","=""2102""","=""19M""",Shiras Ruchama,17 High St,,Lakewood,NJ,"=""08701""",428 Brentwood Ave.,,Toms River,NJ,"=""08755""","=""(917)588-5239""",Zev Gelernter,"Owner ",accounting@shirasruchama.or,NOT-FOR-PROFIT,"=""2520"""
"=""40""","=""1239""","=""37L""",Sinai Christian Academy,2301 GRIER AVENUE,,LINDEN,NJ,"=""07036""",2301 GRIER AVENUE,173 Madisonville Road,LINDEN,NJ,"=""07036""","=""(908)486-2006""",Cora Wilson-Burrell,Principal,cora@sinaichristianacademy.org,NOT-FOR-PROFIT,"=""2660"""
"=""04""","=""1905""","=""10F""",Sinai Shalem at Heichal Hetorah,70 Sterling Place,,Teaneck,NJ,"=""07666""",70 Sterling Place,,Teaneck,NJ,"=""07666""","=""(201)833-1134 x106""",Jordan Silvestri,Director,jsilvestri@sinaischools.org,NOT-FOR-PROFIT,"=""5150"""
"=""26""","=""0696""","=""43G""",Sisters Academy Of New Jersey,1416 SPRINGWOOD AVENUE,,ASBURY PARK,NJ,"=""07712""",1416 Springwood Avenue,,ASBURY PARK,NJ,"=""07712""","=""(732)774-9056""",Elena Malinconico,Principal,emalinconico@sistersacademynj.org,NOT-FOR-PROFIT,"=""0100"""
"=""18""","=""2189""","=""27T""",Smart Start Academy,532 Jersey Avenue,,Jersey City,NJ,"=""07302""",4-37 Vernon Place,,Fair Lawn,NJ,"=""07410""","=""(201) 232-1115""",Cesia Acosta,Co-Owner,Cesia@smart-startacademy.com,NOT-FOR-PROFIT,"=""2390"""
"=""26""","=""0712""","=""56G""",Smart Start Preschool,786 River Road,,FAIR HAVEN,NJ,"=""07704""",786 River Road,,FAIR HAVEN,NJ,"=""07704""","=""7329157275""",Deborah Trotta,Administrator,smartstartpreschool@yahoo.com,FOR-PROFIT,"=""1440"""
"=""22""","=""1705""","=""19E""",Smith Collins Academy,247 E. Front St.,,Trenton,NJ,"=""08611""","247 E. Front St., 111",,Trenton,NJ,"=""08611""","=""(609)888-6747""",Sarita Smith Cray,Director,drsmith@scademey.us,NOT-FOR-PROFIT,"=""5210"""
"=""06""","=""1923""","=""10X""",Smith-Carmichael Academy Of Learning,213 Courtney Way,,Mount Laurel,NJ,"=""08054""",213 Courtney Way,,Mount Laurel,NJ,"=""08054""","=""(856)-842-8802""",Dr. Tamiko Smith,President,llaveconsulting@yahoo.com,NOT-FOR-PROFIT,"=""3440"""
"=""14""","=""0404""","=""72D""",So Orange Country Day School,461 VOSE AVENUE,,SOUTH ORANGE,NJ,"=""07079""",461 Vose Avenue,,SOUTH ORANGE,NJ,"=""07079""","=""(973)762-6451""",Annemarie Maini,Director,learn@socds.com,NOT-FOR-PROFIT,"=""4900"""
"=""04""","=""0089""","=""82A""",Solomon Schechter Day School Of Bergen Co,275 MCKINLEY AVENUE,,NEW MILFORD,NJ,"=""07646""",275 MCKINLEY AVENUE,,NEW MILFORD,NJ,"=""07646""","=""(201)262-9898""",Steve Freedman,Head of School,sfreedman@ssdsbergen.org,NOT-FOR-PROFIT,"=""3550"""
"=""36""","=""1153""","=""56K""",Somerset Bible Baptist Christian Ac,42 CEDAR GROVE LANE,,SOMERSET,NJ,"=""08873""",42 CEDAR GROVE LANE,,SOMERSET,NJ,"=""08873""","=""(732)805-9377""",BRYAN MILLER,PASTOR,BRYMILLER@AOL.COM,NOT-FOR-PROFIT,"=""1610"""
"=""36""","=""1116""","=""23K""",Somerset Hills Montessori Sch,173 MADISONVILLE ROAD,,BASKING RIDGE,NJ,"=""07920""",Box 109,,BASKING RIDGE,NJ,"=""07920""","=""(908)221-0797""",Hoda Mahmoud,Sponcer,shms1@verizon.net,NOT-FOR-PROFIT,"=""0350"""
"=""36""","=""1154""","=""57K""",Somerset Presbyterian Nursery Sch,100 J F KENNEDY BLVD,,SOMERSET,NJ,"=""08873""",100 JF Kennedy BLVD,,SOMERSET,NJ,"=""08873""","=""(732)828-5151""",Gail D'Amico,Director,spnsk.info@gmail.com,NOT-FOR-PROFIT,"=""1610"""
"=""02""","=""0009""","=""10A""",Son Catchers Learning Center,519 Shore Road,,Somers Point,NJ,"=""08244""",107 ASTOR AVE,,EGG HARBOR TWP,NJ,"=""08234""","=""(609)365-8678""",Kevin McHugh,Director,kevin.mchugh@soncatcherslearningcenter.com,FOR-PROFIT,"=""4800"""
"=""26""","=""0751""","=""89G""",Sons Of Israel School,33 GORDONS CORNER RD.,,MANALAPAN,NJ,"=""07726""",P.O. BOX 369,,MANALAPAN,NJ,"=""07726""","=""(732)446-4924""",ROSE MAHER,ASST. DIRECTOR,rmaher@sonsofisrael.com,NOT-FOR-PROFIT,"=""2920"""
"=""08""","=""0284""","=""61C""",South Jersey Christian Academy,406 CHURCH ROAD,,SICKLERVILLE,NJ,"=""08081""",406 Church Rd.,,SICKLERVILLE,NJ,"=""08081""","=""(856)357-7123x111""",Nancy Hester,Administrator,hesterna@sjchristianacademy.org,NOT-FOR-PROFIT,"=""5820"""
"=""06""","=""1861""","=""08M""",South Jersey Sudbury School,1303 Stokes Rd,,Medford,NJ,"=""08055""",320 E. Stafford Ave,,Laurel Springs,NJ,"=""08021""","=""(856)581-1229""",Brian Faglia,Principal,office@southjerseysudburyschool.org,NOT-FOR-PROFIT,"=""3080"""
"=""30""","=""2011""","=""14Y""",Spark Preschool,580 Oak St.,,Lakewood,NJ,"=""08701""","159 Carlton Ave., S.",,Lakewood,NJ,"=""08701""","=""(732)901-1900""",Zeesy Munk,Director,sparknjbilling@gmail.com,NOT-FOR-PROFIT,"=""2520"""
"=""30""","=""1017""","=""33J""","Special Children's Center, The",1400 Prospect St.,,LAKEWOOD,NJ,"=""08701""",1400 Prospect St.,,Lakewood,NJ,"=""08701""","=""(732)367-0099 x110""",Shira Lieberman,Principal,shira@thecenternj.org,NOT-FOR-PROFIT,"=""2520"""
"=""40""","=""1809""","=""06G""",Spring Academy,115 E. Grove St.,,Westfield,NJ,"=""07090""",115 E. Grove St.,,Westfield,NJ,"=""07090""","=""(732)668-3296""",Jill Ji,Principal,littlespring123@yahoo.com,FOR-PROFIT,"=""5730"""
"=""36""","=""1419""","=""21J""",Spring Academy Warren,10 North Rd.,,Warren,NJ,"=""07059""",10 North Rd.,,Warren,NJ,"=""07059""","=""(732)668-3296""",Bruce Huang,Principal,littlespring123@yahoo.com,NOT-FOR-PROFIT,"=""5470"""
"=""04""","=""0159""","=""47B""","Spring School, The",67 NORTH SUMMIT STREET,,TENAFLY,NJ,"=""07670""",67 NORTH SUMMIT STREET,,TENAFLY,NJ,"=""07670""","=""(201)541-5780""",Dr.Deborah Knapp,Principal,springsch@springschool.com,FOR-PROFIT,"=""5160"""
"=""24""","=""1985""","=""13D""",Springdale Montessori,23 Gill Lane,,Iselin,NJ,"=""08830""",23 Gill Lane,,Iselin,NJ,"=""08830""","=""(732)404-1700""",Nikita Pandey,Owner,info@thespringdaleacademy.com,FOR-PROFIT,"=""5850"""
"=""40""","=""2021""","=""15H""",Springfield Genius Academy,66 Morris Ave.,,Springfield,NJ,"=""07081""",66 Morris Ave.,,Springfield,NJ,"=""07081""","=""(973)988-4658""",Weilai Fong,Owner,info@noec.org,FOR-PROFIT,"=""5000"""
"=""28""","=""0842""","=""74H""",Sprout House Inc,200 MAIN STREET,,CHATHAM,NJ,"=""07928""",200 Main Street,,CHATHAM,NJ,"=""07928""","=""(973)635-9658""",Patricia Rossmann,Director,sprouthouse5@verizon.net,NOT-FOR-PROFIT,"=""0785"""
"=""22""","=""1935""","=""11J""",Sprout U School of the Arts,27 East Paul Ave,,Trenton,NJ,"=""08638""",27 East Paul Ave.,,Trenton,NJ,"=""08638""","=""(609)337-8973""",Danielle Miller Winrow,Headmaster,sproutstate@gmail.com,NOT-FOR-PROFIT,"=""5210"""
"=""08""","=""0237""","=""19C""",ST. ANDREW'S NURSERY SCHOOL & KINDERGARTEN,327 MARLTON PIKE WEST,,CHERRY HILL,NJ,"=""08002""",327 MARLTON PIKE WEST,,CHERRY HILL,NJ,"=""08002""","=""(856)429-4470""",Megan K. Falcone,Director,standrewsnsk@verizon.net,NOT-FOR-PROFIT,"=""0800"""
"=""24""","=""1692""","=""18S""",St. Mark Christian Academy,80 David St.,,South River,NJ,"=""08882""",80 David St.,,South River,NJ,"=""08882""","=""(732)743-9670""",Theresa Pasqua,Principal,principalsmca@gmail.com,NOT-FOR-PROFIT,"=""4920"""
"=""26""","=""0701""","=""47G""",St. Rose High School,607 SEVENTH AVE,,BELMAR,NJ,"=""07719""",607 SEVENTH AVENUE,,BELMAR,NJ,"=""07719""","=""(732)681-2858 x 701""",Mr. Robert Dougherty,Principal,rdougherty@srhsnj.com,NOT-FOR-PROFIT,"=""0270"""
"=""22""","=""1448""","=""22M""",State of the Art Progressive Group,111 Phillips Avenue,,Lawrenceville,NJ,"=""08648""",111 Phillips Avenue,,Lawrenceville,NJ,"=""08648""","=""(609)668-9640""",Brittany Waller,Head of School,sotaprogressivegroup@sotapg.com,FOR-PROFIT,"=""2580"""
"=""36""","=""1129""","=""35K""",Stellar Academy,757 ROUTE 202/206,,BRIDGEWATER,NJ,"=""08807""",757 ROUTE 202/206,,BRIDGEWATER,NJ,"=""08807""","=""(908)252-1166""",Dr. Maggie Buley,Education Director,mbuley@stellaracademy.com,FOR-PROFIT,"=""0555"""
"=""36""","=""1313""","=""11I""",Stellar Academy Of Hillsborough,51 U. S. Highway 206,,Hillsborough,NJ,"=""08844""",51 US Highway 206,,Hillsborough,NJ,"=""08844""","=""(908)255-4247""",Maggie Buley,Education Director,mbuley@stellaracademy.com,FOR-PROFIT,"=""2170"""
"=""24""","=""1696""","=""18W""",STEM Academy for Young Kids,"1665 Oak Tree Rd., Suite 400",,Edison,NJ,"=""08820""","1665 Oak Tree Rd., Suite 400",,Edison,NJ,"=""08820""","=""732-243-9793""",Zeynep Yavuz,Director,stemoffice1@gmail.com,FOR-PROFIT,"=""1290"""
"=""24""","=""1901""","=""10B""",Stem Academy For Young Kids,"90 and 100 Saddle Way, Suite 800",,Chesterfield,NJ,"=""08515""","90 and 100 Saddle Way, Suite 800",,Chesterfield,NJ,"=""08515""","=""(609)400-5090""",Kaushiki Sarkar,Director,info@gostemacademy.com,FOR-PROFIT,"=""0830"""
"=""40""","=""1253""","=""49L""",Stepping Stone Academy,75 East Cherry Street,,RAHWAY,NJ,"=""07065""",75 East Cherry Street,,RAHWAY,NJ,"=""07065""","=""(848)467-4045""",Patricia McRae,Principal/Director,pattymac78@msn.com,NOT-FOR-PROFIT,"=""4290"""
"=""04""","=""0134""","=""23B""",Stepping Stone Learning Center,340 BOGERT ROAD,,RIVER EDGE,NJ,"=""07661""",340 BOGERT ROAD,,RIVER EDGE,NJ,"=""07661""","=""(201)488-4905""",DENISE KEHOE,DIRECTOR,SHERBIE@OPTONLINE.NET,FOR-PROFIT,"=""4410"""
"=""18""","=""0477""","=""39E""",Stevens Cooperative School,100 River Drive South,,JERSEY CITY,NJ,"=""07310""",100 River Drive South,,JERSEY CITY,NJ,"=""07310""","=""(201) 792-3688""",Erica Jacobson,Dir. of Finance,erica.jacobson@stevenscoop.org,NOT-FOR-PROFIT,"=""2390"""
"=""18""","=""0455""","=""19E""",Stevens Cooperative School,301 GARDEN STREET,,HOBOKEN,NJ,"=""07030""",301 GARDEN STREET,,HOBOKEN,NJ,"=""07030""","=""(201)792-3688""","Erica Jacboson ",Dir. of Finance," erica.jacobson@stevenscoop.org",NOT-FOR-PROFIT,"=""2210"""
"=""36""","=""1422""","=""21M""",Stream Montessori School,258 King George Rd.,,"Warren	",NJ,"=""05079""",258 King George Rd.,,Warren,NJ,"=""05079""","=""(908)626-2800""",Junhua Reitman,Director,streammontessorischool@gmail.com,FOR-PROFIT,"=""5470"""
"=""22""","=""0554""","=""13F""",Stuart Country Day School,1200 STUART ROAD,,PRINCETON,NJ,"=""08540""",1200 Stuart Road,,PRINCETON,NJ,"=""08540""","=""(609)921-2330 x4184""",Ms. Julia Breen Wall,Head of School,jwall@stuartschool.org,NOT-FOR-PROFIT,"=""4255"""
"=""32""","=""1409""","=""20Z""",Student Athlete Academy,321 Hamburg Turnpike,,Wayne,NJ,"=""07470""","236 Corabelle Ave., Apt. 4",,Lodi,NJ,"=""07644""","=""(347)463-0120""",Tarik Robinson,Owner,trobinson@studentatheleteacademy.com,FOR-PROFIT,"=""5570"""
"=""40""","=""1794""","=""05P""",Summit Jcc Nursery School,67 Kent Place Boulevard,,Summit,NJ,"=""07901""",67 Kent Place Boulevard,,Summit,NJ,"=""07901""","=""(908)277-3919  x115""",Barbara Bearg,Director,barbara@summitjcc.org,NOT-FOR-PROFIT,"=""5090"""
"=""36""","=""1176""","=""77K""",Sundance School,401 GREENBROOK ROAD,,NORTH PLAINFIELD,NJ,"=""07063""",401 GREENBROOK ROAD,,NORTH PLAINFIELD,NJ,"=""07063""","=""(908)561-5055""",Janet McNally,Head of School,jmcnallyr@thesundanceschool.com,FOR-PROFIT,"=""3670"""
"=""30""","=""1028""","=""43J""",Sung Star Academy & Learning Center,182 JAMES STREET,,TOMS RIVER,NJ,"=""08753""",182 James Street,,TOMS RIVER,NJ,"=""08753""","=""(732)341-7500""",Youngsun Yoon,Director,info@sungstaracademy.com,NOT-FOR-PROFIT,"=""5190"""
"=""38""","=""1211""","=""10L""",Sussex Christian School,51 UNIONVILLE AVENUE,,SUSSEX,NJ,"=""07461""",51 Unionville Ave,,SUSSEX,NJ,"=""07461""","=""(973)875-5595""",Robert Waters,administrator,rwaters@sussexchristianschool.org,NOT-FOR-PROFIT,"=""5100"""
"=""28""","=""2156""","=""26N""","Synergy Education Initiative, LLC.","1719 Route 10, Suite 106A",,Parsippany,NJ,"=""07054""","1719 Route 10, Suite 106A",,Parsippany,NJ,"=""07054""","=""(973)573-3805""",Mariesa Grado,Executive Director,Mrs.mgrado@gmail.com,FOR-PROFIT,"=""3950"""
"=""18""","=""2117""","=""20A""",T.E.T. Christian Academy,129 Linden Ave.,,Jersey City,NJ,"=""07305""",129 Linden Ave.,,Jersey City,NJ,"=""07305""","=""(201) 938-2523""",Isainay Richardson,Administrative Assistant,tetca.edu@gmail.com,NOT-FOR-PROFIT,"=""2390"""
"=""30""","=""0974""","=""94I""",Talmud Torah Bais Avrohom,915 NEW HAMPSHIRE AVENUE,,LAKEWOOD,NJ,"=""08701""",915 NEW HAMPSHIRE AVENUE,,LAKEWOOD,NJ,"=""08701""","=""(732)363-0040""",Mrs. Klein,Educational Services Director,ttba@ttba.us,NOT-FOR-PROFIT,"=""2520"""
"=""30""","=""1307""","=""07E""",Talmud Torah Darchei Avoseinu,1500 Pine St.,,Lakewood,NJ,"=""08701""",1500 Pine St.,,Lakewood,NJ,"=""08701""","=""(732)481-1602""",Yisroel Levi,Administrator,ylevi@ttdalakewood.org,NOT-FOR-PROFIT,"=""2520"""
"=""30""","=""1842""","=""07S""",Talmud Torah of Lakewood,1464 East Spruce St.,,Lakewood,NJ,"=""08701""",44 Aspen Court,,Lakewood,NJ,"=""08701""","=""(732)886-1000 ext 10""",Mayer Kalmanowitz,Dean,mk@ttolnj.org,NOT-FOR-PROFIT,"=""2520"""
"=""30""","=""1721""","=""02V""",Talmud Torah Toldos Yakov Yosef,1401 Ridge Ave.,,Lakewood,NJ,"=""08701""",1401 Ridge Ave.,,Lakewood,NJ,"=""08701""","=""(732)806-8800 x 3""",Boruch Hochman,Administrator,talmudtorahskver@gmail.com,NOT-FOR-PROFIT,"=""2520"""
"=""30""","=""2018""","=""15F""",Talmud Torah Toras Yisroel,1339 River Ave.,,Lakewood,NJ,"=""08701""",1339 River Ave.,,Lakewood,NJ,"=""08701""","=""(732)835 2122""",Meshulim Rosenblum,Administrator@tiferesyechiel.org,administrator@tiferesyechiel.org,NOT-FOR-PROFIT,"=""2520"""
"=""30""","=""1988""","=""13G""","Talmud Torah Yesodei Hatorah, Inc.",509 Joe Parker Rd.,,Lakewood,NJ,"=""08701""",509 Joe Parker Rd.,,Lakewood,NJ,"=""08701""","=""732-722-5511 ext2""",Yoel Rother,Administrator,yr@ttyht.org,NOT-FOR-PROFIT,"=""2520"""
"=""26""","=""0728""","=""70G""",Talmudical H S,868 ROUTE 524,,ADELPHIA,NJ,"=""07710""",P.O. BOX 7,,ADELPHIA,NJ,"=""07710""","=""(732)431-1600""",YERUCHIM SHAIN,DEAN,taofnj@gmail.com,NOT-FOR-PROFIT,"=""1650"""
"=""30""","=""0969""","=""90I""",Tashbar Of Lakewood,82 Oak Street,,LAKEWOOD,NJ,"=""08701""",82 Oak Street,PO Box 81,LAKEWOOD,NJ,"=""08701""","=""(732)905-1111 x141""",Michael sasson," Director of operations",msasson@tashbar.org,NOT-FOR-PROFIT,"=""2520"""
"=""30""","=""0938""","=""63I""",Tehilas Chaya Sara,1115 W. Cross Street,,LAKEWOOD,NJ,"=""08701""",1115 W. Cross Street,,LAKEWOOD,NJ,"=""08701""","=""(732)370-0100""",Rabbi Cohen,Executive Director,rc.bnosrivka@gmail.com,NOT-FOR-PROFIT,"=""2520"""
"=""08""","=""1966""","=""12M""",Temple Beth Sholom,1901 Kresson Rd.,,Cherry Hill,NJ,"=""08003""",1901 Kresson Rd.,,Cherry Hill,NJ,"=""08003""","=""(856)751-0994""",Ellen Berju,Director,ellenb@tbsonline.org,NOT-FOR-PROFIT,"=""0800"""
"=""40""","=""1288""","=""80L""",Temple Emanuel Early Child Ed Pgm,756 EAST BROAD ST,,WESTFIELD,NJ,"=""07090""",756 EAST BROAD STREET,,WESTFIELD,NJ,"=""07090""","=""(908)232-7663""",Jill Cimafonte,Director of Early Childhood Education,JCimafonte@tewnj.org,NOT-FOR-PROFIT,"=""5730"""
"=""26""","=""0749""","=""88G""",Temple Shaari Emeth Elc,400 Craig Road,,MANALAPAN,NJ,"=""07726""",400 CRAIG ROAD,,MANALAPAN,NJ,"=""07726""","=""(732)462-3264""",Jayne Lieberman,Director,jlieberman@shaariemeth.org,NOT-FOR-PROFIT,"=""2920"""
"=""18""","=""2062""","=""16V""",Tessa International School,"720 Moroe St, Suite E105-E106",,Hoboken,NJ,"=""07030""","720 Moroe St, Suite E105-E106",,Hoboken,NJ,"=""07030""","=""(201)-755-5585""",Lauren Brostow,Director of Human Resources and Operations,lbrostow@tessais.org,FOR-PROFIT,"=""2210"""
"=""08""","=""1895""","=""09W""",The Beechwood School,441 Beechwood Ave,,Haddonfield,NJ,"=""08033""",PO Box 73,,Haddonfield,NJ,"=""08033""","=""(856)429-0303""",Sue Hagan,Director,,NOT-FOR-PROFIT,"=""1900"""
"=""18""","=""1836""","=""07K""",The Embankment School,189 Brunswick Street,,Jersey City,NJ,"=""07302""",189 Brunswick Street,,Jersey City,NJ,"=""07302""","=""(201)898-5437""",Jessica Costantine,Head of School,jessica.c@embankementschool.com,NOT-FOR-PROFIT,"=""2390"""
"=""18""","=""1903""","=""10D""",The French American Academy,209 Third Street,,Jersey City,NJ,"=""07302""",209 Third Street,,Jersey City,NJ,"=""07302""","=""(201)338-8320 x. 200""",JEAN-FRANCOIS GUEGUEN,Business Manager,jfgueguen@faacademy.org,FOR-PROFIT,"=""2390"""
"=""18""","=""1843""","=""07T""",The Full Will of God Christian Academy,81-84 Martin Luther king Drive,,Jersey City,NJ,"=""07305""",81-84 Martin Luther king Drive,,Jersey City,NJ,"=""07305""","=""(201)433-6278""",Roberta Barfield,Principal,mrs.robertabarfield@gmail.com,NOT-FOR-PROFIT,"=""2390"""
"=""14""","=""2115""","=""19Y""",The Goddard School,161 Millburn Ave.,,Millburn,NJ,"=""07041""",161 Millburn Ave.,,Millburn,NJ,"=""07041""","=""(973)671-4500""",Laura Kulkarni,Owner,MillburnNJ@goddardschools.com,NOT-FOR-PROFIT,"=""3190"""
"=""08""","=""0251""","=""31C""",THE GODDARD SCHOOL of LAUREL SPRINGS,1167 CHEWS LANDING ROAD,,LAUREL SPRINGS,NJ,"=""08021""",1167 Chews Landing Rd,,LAUREL SPRINGS,NJ,"=""08021""","=""(856)566-5600""",Denean Rothschell,Director,dlaurelspringsnj@goddardschools.com,NOT-FOR-PROFIT,"=""1780"""
"=""36""","=""1122""","=""28K""",The Grit Academy,1941 HOLLAND BROOK ROAD,,BRANCHBURG,NJ,"=""08876""",1941 Holland Brook Road,,BRANCHBURG,NJ,"=""08876""","=""(908)369-5800""",Bianca M. Labye,Director,biancalabye4@yahoo.com,NOT-FOR-PROFIT,"=""0510"""
"=""26""","=""0766""","=""04H""",The Hebrew Academy,22School Road East,,MARLBORO,NJ,"=""07746""",P.O. Box 203,,MARLBORO,NJ,"=""07746""","=""(732)431-5525 x303""",Lucy Klinek,Asst. Head of School,Lucy@thanj.org,NOT-FOR-PROFIT,"=""3030"""
"=""24""","=""2111""","=""19U""",The Kiddie Corral Child Learning Center,230 Prospect Plains Rd.,,Monroe Twp.,NJ,"=""08831""",230 Propsect Plains Rd.,,Monroe Twp.,NJ,"=""08831""","=""(609)409-6787""",Shannon Collins,Owner/Director,shannon.collins@childtime.com,FOR-PROFIT,"=""3290"""
"=""32""","=""2046""","=""16F""",The Learning Experience,1784 Hamburg Turnpike,,Wayne,NJ,"=""07470""",1784 Hamburg Turnpike,,Wayne,NJ,"=""07470""","=""(973)839-1515""",Shelley Coss,Director,wayne@tlecorp.com,NOT-FOR-PROFIT,"=""5570"""
"=""04""","=""1378""","=""13V""",The Learning Experience Franklin Lakes,861 Franklin Ave.,,Franklin Lakes,NJ,"=""07417""",861 Franklin Ave.,,Franklin Lakes,NJ,"=""07417""","=""(201) 848-9900""",Karli Gnehm,Director,franklinlakes@tlechildcare.com,NOT-FOR-PROFIT,"=""1580"""
"=""32""","=""2056""","=""16Q""","The Lewis Chatman Academy ",428 Haledon Ave.,,Haledon,NJ,"=""07508""",1 Market St.,,Paterson,NJ,"=""07508""","=""(973)977-2032""",LaToya Butler,Executive Director,tlcasite1@gmail.com,NOT-FOR-PROFIT,"=""1920"""
"=""26""","=""2097""","=""18D""",The Lincroft Center for Children,1475 W. Front St.,,Lincroft,NJ,"=""07738""",1475 W. Front St.,,Lincroft,NJ,"=""07738""","=""(732)530-0643""",Kimberly King,Director,lincroftcenterforchildren@gmail.com,NOT-FOR-PROFIT,"=""3160"""
"=""18""","=""1872""","=""08Y""",The Little Green House School,1804 Kerrigan Ave,,Union City,NJ,"=""07087""",PO Box 1298,,Union City,NJ,"=""07087""","=""(201)330-0468""",Nashima Harvey,Executive Director,NHARVEY@LEARNLIVEGREEN.COM,NOT-FOR-PROFIT,"=""5240"""
"=""04""","=""2141""","=""25X""",The Maria Montessori Academy - Children's Home,777 Anderson Ave.,,Cliffside Park,NJ,"=""07010""",777 Anderson Ave.,,Cliffside Park,NJ,"=""07010""","=""(201)941-6565""",Patricia Dellepiane,Principal,pdellepiane@themariamontessoriacademy.com,FOR-PROFIT,"=""0890"""
"=""40""","=""1708""","=""19H""","The Nikola Tesla School of Social Entrepreneurship ","1571 Irving St., 2nd Floor",,Rahway,NJ,"=""07065""","1571 Irving St., 2nd Floor",,Rahway,NJ,"=""07065""","=""(410)757-7772""",Brittney Highsmith,Founder,bhighsmith@ntsse.org,NOT-FOR-PROFIT,"=""4290"""
"=""36""","=""1682""","=""18H""",The Orchard Academy at Mountain Top School,104 Mount Horeb Rd.,,Warren,NJ,"=""07059""",104 Mount Horeb Rd.,,Warren,NJ,"=""07059""","=""(732)469-9444""",Joshua Greenbaum,Executive Director,josh@toamts.org,NOT-FOR-PROFIT,"=""5470"""
"=""42""","=""2132""","=""25P""",The Owl's Nest Childcare Center,155 Route 94,,Blairstown,NJ,"=""07825""",155 Route 94,,Blairstown,NJ,"=""07825""","=""(908)362-5991""",Claudia Cuello,Director,ccuello@theowlsnestchildcare.com,FOR-PROFIT,"=""3675"""
"=""14""","=""2033""","=""15U""",The Pingry School,50 Country Day Drive,,Short Hills,NJ,"=""07078""",50 Country Day Drive,,Short Hills,NJ,"=""07078""","=""(908)295-5154""",Michael J. Saraceno,Director of Operations,msaraceno@pingry.org,NOT-FOR-PROFIT,"=""3190"""
"=""18""","=""1654""","=""24M""",The Scandinavian School of Jersey City,210 9th Street,,Jersey City,NJ,"=""07305""","210 9th Street, Suite 1",,Jersey City,NJ,"=""07302""","=""(201)420-8111""",Maria Sharp,Director,director@scandischool.com,FOR-PROFIT,"=""2390"""
"=""04""","=""1661""","=""24T""",The Vineyard School,36A East Midland Ave.,,Paramus,NJ,"=""07652""",36A East Midland Ave.,,Paramus,NJ,"=""07652""","=""(201)267-2200""",Monica Ayad,Director,monica.ayad@thevineyardschools.org,NOT-FOR-PROFIT,"=""3930"""
"=""18""","=""2168""","=""26Y""",The Waldo School,125 1st Street,,Jersey City,NJ,"=""07302""",110 1st Street,,Jersey City,NJ,"=""07302""","=""(201)721-6000""",Courtney Bode,Director,info@worldofabc.com,FOR-PROFIT,"=""2390"""
"=""14""","=""2193""","=""27X""",The Young Disciples Future Leaders,84-94 Boylan Street,,Newark,NJ,"=""07106""",84-94 Boylan Street,,Newark,NJ,"=""07106""","=""(862) 233-5027""",Aneesah Glanton-Ross,Director,youngdisciplescdc1@yahoo.com,FOR-PROFIT,"=""3570"""
"=""18""","=""2058""","=""16S""","Three Little Birds, LLC",691 Westside Ave.,,Jersey City,NJ,"=""07304""",691 Westside Ave.,,Jersey City,NJ,"=""07304""","=""(201)984-0555""",Jenn O'Malley,Director,jenn@threelittlebirdsjc.com,FOR-PROFIT,"=""2390"""
"=""30""","=""0971""","=""91I""",Tiferes Bais Yaakov,613 Oak Street,,LAKEWOOD,NJ,"=""08701""",613 Oak Street,,LAKEWOOD,NJ,"=""08701""","=""(732)364-0466""",Rabbi Moshe Rozsansky,Dean,office@tiferes.net,NOT-FOR-PROFIT,"=""2520"""
"=""30""","=""1878""","=""09E""",Tiferes Chaim,924 New Hampshire Ave,,Lakewood,NJ,"=""08701""",140 Lehigh Ave,,Lakewood,NJ,"=""08701""","=""(732) 806-8797""",Moshe Perlstein,Dean,mdperlstein@gmail.com,NOT-FOR-PROFIT,"=""2520"""
"=""30""","=""0959""","=""81I""",Tiferes Chaya,431 Joe Parker Rd,,LAKEWOOD,NJ,"=""08701""",431 Joe Parker Rd,,LAKEWOOD,NJ,"=""08701""","=""(732)367-9255""",Mrs. Leifer,principal,mc@tifereschaya.org,NOT-FOR-PROFIT,"=""2520"""
"=""30""","=""2016""","=""15D""",Tiferes Shmuel,1100 Cross St.,,Lakewood,NJ,"=""08701""",511 Ocean Ave.,,Lakewood,NJ,"=""08701""","=""(732)534-6841""",Avrohom Gellerman,Executive Director,avgellerman@gmail.com,NOT-FOR-PROFIT,"=""2520"""
